titol_accident;data_publicacio;hora_publicacio;total_victimes;data_accident;hora_avis;via;descripcio_accident;enllac
L'SCT informa que un motorista ha mort en un xoc amb un turisme a la B-140 a Barberà del Vallès (Vallès Occidental);21/10/2016;12:58;N/A;21 d’octubre de 2016;08.00;B-140, al punt quilomètric 2,1 a Barberà del Vallès (Vallès Occidental, Barcelona);  El Servei Català de Trànsit informa que aquest matí s’ha registrat un sinistre viari mortal al punt quilomètric 2,1 de la B-140 a Barberà del Vallès (Vallès Occidental, Barcelona). Els Mossos d’Esquadra han rebut l’avís a les 08.00 h. Per causes que s’estan investigant, han col·lidit un turisme i una motocicleta. A conseqüència del xoc, el motorista, S.F.C., de 31 anys i veí de Ripollet, ha resultat ferit greu i ha estat traslladat a l’Hospital Parc Taulí de Sabadell, on ha mort. Arran del sinistre s’han activat 4 patrulles dels Mossos d’Esquadra, 2 dotacions dels Bombers de la Generalitat i 2 ambulàncies del SEM (Sistema d’Emergències Mèdiques). El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 21 d’octubre de 2016 12.55 h;/ca/detalls/Noticia/20161021_acc_B_140
L'SCT informa que l’acompanyant d’un turisme ha mort en un sinistre a la C-37 a Valls (Alt Camp);20/10/2016;20:07;N/A;20 d’octubre de 2016;14.50;C-37, al punt quilomètric 15,5 a Valls (Alt Camp, Tarragona);  El Servei Català de Trànsit informa que aquest migdia s’ha registrat un sinistre viari mortal al punt quilomètric 15,5 de la C-37 a Valls (Alt Camp, Tarragona). Els Mossos d’Esquadra han rebut l’avís a la 14.50 h. Per causes que s’estan investigant, un turisme en que viatjaven dues dones s’ha sortit de la via. L’acompanyant D.G.V. de 80 anys i de nacionalitat espanyola ha mort, mentre que la conductora ha resultat ferida lleu i ha estat traslladada a l’Hospital Pius de Valls. Arran del sinistre s’han activat 3 patrulles dels Mossos d’Esquadra, 2 dotacions dels Bombers de la Generalitat i 3 ambulàncies del SEM (Sistema d’Emergències Mèdiques). Pel que fa a l’afectació viària, la circulació ha estat restringida en el tram de la col·lisió fins a les 17.53 h aproximadament. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 20 d’octubre de 2016 20.00 h ;/ca/detalls/Noticia/20161020_c_37
L'SCT informa que la conductora d’un turisme ha mort en un sinistre a l’N-240 a Lleida (Segrià);16/10/2016;11:41;N/A;16 d’octubre de 2016;01.00;N-240, al punt quilomètric 83,1 a Lleida (Segrià);El Servei Català de Trànsit informa que aquesta matinada s’ha registrat un sinistre viari mortal al punt quilomètric 83,1 de l’N-240 a Lleida (Segrià). Els Mossos d’Esquadra han rebut l’avís a la 01.00 h.Per causes que s’estan investigant, tres turismes s’han vist implicats en un sinistre i un d’ells s’ha precipitat a un canal paral·lel a la via. La seva conductora, M.S.C., de 27 anys i veïna de les Borges Blanques, ha mort. A més, en el sinistre també han resultat ferits dos ocupants d’un dels altres cotxes accidentats, un de caràcter greu i l’altre, de caràcter menys greu. Tots dos han estat traslladats a l’Hospital Arnau de Vilanova de Lleida.Arran del sinistre s’han activat quatre patrulles dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat i tres ambulàncies del SEM (Sistema d’Emergències Mèdiques).Pel que fa a l’afectació viària, la circulació ha estat restringida en el tram de la col·lisió fins  a les 04.00 h aproximadament.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.16 d’octubre de 2016 11.10  h;/ca/detalls/Noticia/20161016_acc_n240
L'SCT informa d’una col·lisió amb dues víctimes mortals a la B-30 a Sant Cugat del Vallès (Vallès Occidental);13/10/2016;10:03;N/A;12 d’octubre de 2016;22.54;B-30, al punt quilomètric 4,5 a Sant Cugat del Vallès (Vallès Occidental);El Servei Català de Trànsit informa que ahir a la nit es va registrar un sinistre viari mortal al punt quilomètric 4,5 de la B-30 a Sant Cugat del Vallès (Vallès Occidental). Els Mossos d’Esquadra van rebre l’avís a les 22.54 hores. Per causes que s’estan investigant, hi va haver una col·lisió entre un camió i un turisme. A causa de l’accident, el conductor del turisme, F.M.C., de 67 anys i veí de Rubí, va resultar mort. En el sinistre, l’altra ocupant del cotxe va quedar ferida de gravetat i va ser traslladada a l’Hospital de Vall d’Hebron, on ha mort avui. Arran del sinistre, es van activar nou patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat, i quatre ambulàncies del SEM (Sistema d’Emergències Mèdiques).   Pel que fa a l’afectació viària, la circulació  va estar restringida en el tram de la col·lisió fins a les 04.15 h aproximadament. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.13 d’octubre de 201621.00  h;/ca/detalls/Noticia/20161013_acc_b30
L'SCT informa que el conductor d’una motocicleta ha mort arran d’una sortida de via d’ahir a la C-1412b a Baronia de Rialb (Noguera);03/10/2016;10:04;N/A;2 d’octubre de 2016;13.06;C-1412b, al punt quilomètric 2,2 a Baronia de Rialb (Noguera) ; El Servei Català de Trànsit informa que ahir al migdia es va registrar un sinistre viari al punt quilomètric 2,2 de la C-1412b a Baronia de Rialb (Noguera). Els Mossos d’Esquadra van rebre l’avís a les 13.06 hores. Per causes que s’estan investigant, una motocicleta amb dos ocupants va sortir de la via quan circulava en sentit nord. El conductor, R.M.M., de 50 anys i veí de Sant Joan de Vilatorrada, va resultar ferit crític i va ser evacuat amb helicòpter a l’hospital Arnau de Vilanova de Lleida, on ha mort posteriorment. En el sinistre, l’altra ocupant del vehicle de dues rodes, va quedar ferida menys greu i va ser traslladada al mateix centre hospitalari. Arran del sinistre, es van activar quatre patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat, i una ambulància i l’helicòpter medicalitzat del SEM.   El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 3 d’octubre de 2016 10.00  h;/ca/detalls/Noticia/20161003_acc_c1412b
L'SCT informa que el conductor d’un turisme va morir ahir en una sortida de via a la GI-555 a Sils (la Selva);01/10/2016;10:54;N/A;30 de setembre de 2016;18.44;GI-555, al punt quilomètric 5 a Sils (la Selva); El Servei Català de Trànsit informa que ahir a la tarda es va registrar un sinistre viari mortal al punt quilomètric 5 de la GI-555 a Sils (la Selva). Els Mossos d’Esquadra van rebre l’avís a les 18.44 hores.Per causes que s’estan investigant, un turisme va sortir de la via i el conductor i únic ocupant del vehicle, J.C.S., de 39 anys i veí d’Hostalric, va morir.Arran del sinistre, es van activar quatre patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat, i una ambulància i l’helicòpter medicalitzat del SEM.  Pel que fa a l’afectació viària, es va donar pas alternatiu en el tram de l’accident fins a un quart de deu de la nit, quan la via es va poder reobrir totalment.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.1 d’octubre de 201610.45  h;/ca/detalls/Noticia/20161001_acc_gi555
L'SCT informa que un vianant ha mort atropellat aquest matí a la C-1415c a la Roca del Vallès (Vallès Oriental);30/09/2016;13:42;N/A;30 de setembre de 2016;07.21;C-1415c, al punt quilomètric 17,9 a la Roca del Vallès  (Vallès Oriental) ; El Servei Català de Trànsit informa que aquest matí s'ha registrat un atropellament mortal al punt quilomètric 17,9 de la C-1415c a la Roca del Vallès (Vallès Oriental). Els Mossos d’Esquadra han rebut l’avís a les 07.21 hores. Per causes que encara s’estan investigant, un turisme ha atropellat mortalment un vianant. Es tracta d’un home, D.P.F, de 55 anys i veí de Zumaia (Guipúscoa). Arran del sinistre s'han activat 6 patrulles dels Mossos d’Esquadra i 2 unitats del Sistema d’Emergències Mèdiques. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 30 de setembre de 2016 13.30  h;/ca/detalls/Noticia/20160930_acc_c1415c
L'SCT informa que la conductora d’un turisme va morir ahir en un sinistre a la C-17 a Tagamanent (Vallès Oriental);30/09/2016;13:31;N/A;29 de setembre de 2016;14.59;C-17, al punt quilomètric 38, 50  a Tagamanent  (Vallès Oriental); El Servei Català de Trànsit informa que ahir a la tarda es va registrar un sinistre viari mortal al punt quilomètric 38,5 de la C-17 a Tagamanent (Vallès Oriental). Els Mossos d’Esquadra van rebre l’avís a les 14.59 hores. Per causes que encara s’estan investigant, la conductora d’un turisme, M.V.R., de 29 anys i veïna d’Aiguafreda, va morir en un accident de trànsit. D’altra banda, la passatgera davantera del vehicle va quedar ferida lleu i va ser traslladada a l'hospital de Granollers. Arran del sinistre, es van activar dues patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat, i una ambulància i l’helicòpter medicalitzat del SEM.  Pel que fa a l’afectació viària, la carretera va estar restringida en els dos sentits de la circulació durant una hora i mitja i es van  registrar retencions de 5 km. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 30 de setembre de 201613.00  h  ;/ca/detalls/Noticia/20160930_acc_c17
L'SCT informa que un motorista ha mort en una col·lisió frontal amb un camió a la C-51 a Albinyana (Baix Penedès);27/09/2016;12:00;N/A;27 de setembre de 2016;07.04;C-51, al punt quilomètric 10,2 a Albinyana (Baix Penedès); El Servei Català de Trànsit informa que aquest matí s'ha registrat un sinistre viari mortal al punt quilomètric 10,2 de la C-51 a Albinyana (Baix Penedès). Els Mossos d’Esquadra han rebut l’avís a les 07.04 hores.Per causes que encara s’estan investigant, un camió-grua i una motocicleta han col·lidit frontalment i el conductor del vehicle de dues rodes, T. M. L, de 51 anys, nacionalitat veneçolana i veí de Llorenç del Penedès, ha resultat mort. D’altra banda, el xofer del vehicle pesant ha quedat ferit menys greu i ha estat traslladat a l'hospital del Vendrell.Arran del sinistre, s'han activat vuit patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i tres unitats del SEM. Pel que fa a l’afectació viària, la carretera ha estat tallada amb desviaments pels accessos laterals fins a les 10.45 h.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.27 de setembre de 201611.00  h;/ca/detalls/Noticia/20160927_acc_C51
L'SCT informa que la passatgera posterior d’un tot terreny va morir ahir en una sortida de via a la GIV-5521 a Riells i Viabrea (la Selva);19/09/2016;08:57;N/A;18 de setembre de 2016;16.35;GIV-5521, al punt quilomètric 5,4 a Riells i Viabrea (la Selva) ; El Servei Català de Trànsit informa que ahir a la tarda es va registrar un sinistre viari mortal al punt quilomètric 5,4 de la GIV-5521 a Riells i Viabrea (la Selva). Els Mossos d’Esquadra van rebre l’avís a les 16.35 hores. Per causes que encara s’estan investigant, hi va haver una sortida de via d’un tot terreny. Com a conseqüència del sinistre, va morir la passatgera posterior del vehicle. Es tracta de P.A.M., de 77 anys, nacionalitat espanyola i veïna de Barcelona. A més, en l’accident també van resultar ferits els altres dos ocupants del vehicle, un de caràcter greu i l’altre de caràcter lleu. Tots dos van ser traslladats a l’Hospital Josep Trueta de Girona. Arran del sinistre, es van activar quatre patrulles dels Mossos d’Esquadra, tres dotacions de Bombers de la Generalitat, l’helicòpter medicalitzat i una ambulància del Sistema d’Emergències Mèdiques (SEM). Pel que fa a la incidència viària, la GIV-5521 va estar tallada fins gairebé les 18.30 h quan es va poder donar pas alternatiu. El trànsit es va normalitzar cap a les 18.47 h en ambdós sentits. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 19 de setembre de 2016 08.45 h;/ca/detalls/Noticia/20160919_acc_GIV5521
L'SCT informa que el conductor d’un turisme va morir ahir a la tarda en una col·lisió a l’A-2 a Bellpuig (Urgell);16/09/2016;09:48;N/A;15 de setembre de 2016;18.04;A-2, al punt quilomètric 496,1 a Bellpuig (Urgell) en sentit Tàrrega;El Servei Català de Trànsit  informa que ahir a la tarda es va registrar un sinistre viari mortal al punt quilomètric 496,1 de l’A-2 a Bellpuig  (Urgell) en sentit Tàrrega. Els Mossos d’Esquadra van rebre l’avís a les 18.04 hores.Per causes que encara s’estan investigant, hi va haver una col·lisió entre dos turismes. Com a conseqüència del sinistre, el conductor d’un dels vehicles va resultar ferit crític i va ser traslladat a l’Hospital Arnau de Vilanova, on va morir posteriorment. Es tracta de F.Z.F., de 68 anys, nacionalitat espanyola i veí de Sanaüja. Pel que fa al conductor de l’altre turisme implicat en la col·lisió, va resultar ferit lleu.Arran del sinistre, es van activar quatre patrulles dels Mossos d’Esquadra, tres dotacions de Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.16 de setembre de 201609.30  h;/ca/detalls/Noticia/20160916_acc_a2
L'SCT informa que el conductor d’una motocicleta ha mort en una sortida de via a la C-462 a Guixers (Solsonès);11/09/2016;17:42;N/A;11 de setembre de 2016;12.03;C-462, al punt quilomètric 20 a Guixers (Solsonès) en sentit Sant Llorenç;El Servei Català de Trànsit informa que s’ha registrat un sinistre viari mortal al punt quilomètric 20 de la C-462 a Guixers (Solsonès) en sentit Sant Llorenç. Els Mossos d’Esquadra han rebut l’avís avui diumenge a les 12.03 hores.Per causes que encara s’estan investigant, hi ha hagut una sortida de via d’una motocicleta. A causa de l’accident , el conductor del vehicle de dues rodes ha mort. Es tracta de M.S.C, de 29 anys, nacionalitat espanyola i veí de Barcelona.Arran del sinistre, s’han activat quatre patrulles dels Mossos d’Esquadra i un helicòpter i una ambulància del Sistema d’Emergències Mèdiques (SEM).El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.11 de setembre de 2016 17.30 h;/ca/detalls/Noticia/20160911_acc_C462
L'SCT informa que el conductor d’una motocicleta va morir ahir en un accident a l’A-2 a Abrera (Baix Llobregat);11/09/2016;11:02;N/A;10 de setembre de 2016;17.40;A-2, al punt quilomètric 585 a Abrera (Baix Llobregat) en sentit Barcelona ; El Servei Català de Trànsit informa que ahir a la tarda va registrar-se un sinistre viari mortal al punt quilomètric 585 de l’A-2 a Abrera (Baix Llobregat) en sentit Barcelona. Els Mossos d’Esquadra van rebre l’avís a les 17.40 hores.Per causes que encara s’estan investigant, hi va haver un accident amb una motocicleta implicada. A causa del sinistre, el conductor del vehicle de dues rodes va resultar ferit molt greu, en estat crític, i va ser traslladat a l’hospital de Bellvitge, on posteriorment va morir. Es tracta de J.G.T., de 56 anys, nacionalitat espanyola i veí de Sant Feliu de Llobregat.Arran del sinistre, es van activar cinc patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat i un helicòpter i una ambulància del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, des de les 17.40 fins a les 18.57 h l’A-2 va estar tallada a la zona d’Abrera/Esparreguera en sentit Barcelona i es van fer desviaments pel lateral de l’AP-7. Aquesta restricció, però, va comportar retencions. A les 18.57 h es va reobrir la via en sentit Barcelona però, tot i això, es va arribar a un màxim de retenció de 3km. Finalment, cap a les 20.00 h, la situació es va normalitzar.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.11 de setembre de 2016 10.30 h;/ca/detalls/Noticia/20160911_acc_A2
L'SCT informa que la conductora d’un turisme ha mort en una sortida de via a la carretera BP-5002 a Vallromanes (Vallès Oriental);10/09/2016;10:29;N/A;10 de setembre de 2016;05.23;BP-5002, al punt quilomètric 8 a Vallromanes (Vallès Oriental) ;El Servei Català de Trànsit informa que s'ha registrat un sinistre viari mortal al punt quilomètric 8 de la carretera BP-5002 a Vallromanes (Vallès Oriental). Els Mossos d’Esquadra han rebut l’avís a les 05.23 hores.Per causes que encara s’estan investigant, hi ha hagut una sortida de via d’un turisme. A causa de l’accident, la conductora del vehicle ha resultat morta. Es tracta de M.R.V.S, de 20 anys, nacionalitat espanyola i veïna de Granollers.Arran del sinistre, s'han activat quatre patrulles dels Mossos d’Esquadra, dues dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM). També hi ha treballat la Policia Local de Vallromanes.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.10 de setembre de 2016 10.00 h;/ca/detalls/Noticia/20160910_acc_BP5002
L'SCT informa que el conductor d’un cotxe ha mort a l’AP-7 en un accident múltiple a  Sarrià de Ter (Girona);08/09/2016;14:28;N/A;8 de setembre de 2016;11.09;AP-7, al punt quilomètric 57,3 a Sarrià de Ter (Girona) ;  El Servei Català de Trànsit  informa que s'ha registrat un sinistre viari mortal al punt quilomètric 57,3 de la AP-7, a Sarrià de Ter (Girona) en sentit sud. Els Mossos d’Esquadra han rebut l’avís a les 11.09 hores. Per causes que encara s’estan investigant, hi ha hagut una col·lisió múltiple en què s’hi ha vist implicats un camió i dos turismes i en la qual ha resultat mort el conductor d’un dels cotxes, un home de 51 anys de nacionalitat estrangera. A causa de l’accident també hi ha hagut un ferit crític i un de greu, que han sigut evacuats a l’Hospital Dr. Josep Trueta de Girona, a més de cinc ferits lleus, que han traslladat a l’Hospital Santa Caterina de Salt. Arran del sinistre, s'han activat vuit patrulles dels Mossos d’Esquadra, sis dotacions dels Bombers de la Generalitat i l’helicòpter medicalitzat i cinc ambulàncies del Sistema d’Emergències Mèdiques (SEM). Quant a l’afectació viària, la AP-7 s’ha tallat totalment en sentit sud si bé s’han fet desviaments per la sortida 6. Al punt de l’accident a les 12.43 h s’han obert dos carrils. Per evitar congestions, l’autopista també s’ha tallat temporalment a l’altura de Bàscara en sentit Girona on es feien desviaments de trànsit. La circulació s’ha normalitzat a les 14.21 h. El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268. 8 de setembre de 2016 14.25 h;/ca/detalls/Noticia/20160908_acc_Ap7
L'SCT informa que el conductor d’un camió ha mort en un xoc frontal amb un tractor a la L-800 a  Alcarràs (Segrià);07/09/2016;20:11;N/A;7 de setembre de 2016;12.31;L-800, al punt quilomètric 4 a Alcarràs (Segrià) ; El Servei Català de Trànsit informa que s'ha registrat un sinistre viari mortal al punt quilomètric 4 de la L-800, a Alcarràs (Segrià). Els Mossos d’Esquadra han rebut l’avís a les 12.31 hores.Per causes que s’estan investigant, hi ha hagut una col·lisió frontal entre un camió i un tractor. El conductor i únic ocupant del camió ha mort, un home de nacionalitat estrangera. Pel que fa al conductor del tractor, ha resultat il·lès.Arran del sinistre, s'han activat quatre patrulles dels Mossos d’Esquadra, quatre dotacions dels Bombers de la Generalitat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).Quant a l’afectació viària, la L-800 ha estat tallada fins gairebé les 16:00 h quan s’ha normalitzat el trànsit en ambdós sentits.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.7 de setembre de 2016 20.00 h ;/ca/detalls/Noticia/20160907_acc_L800
L'SCT informa que el conductor d’un turisme ha mort en un encalç amb un camió a la N-340 a  Altafulla (Tarragonès);07/09/2016;13:34;N/A;7 de setembre de 2016;09.00;N-340, al punt quilomètric 1.176 a Altafulla (Tarragonès) ;El Servei Català de Trànsit informa que s'ha registrat un sinistre viari mortal al punt quilomètric 1.176 de l'N-340 a Altafulla (Tarragonès) en sentit nord. Els Mossos d’Esquadra han rebut l’avís a les 09.00 hores.Per causes que s’estan investigant, un turisme ha col·lidit posteriorment contra un camió i el conductor i únic ocupant del cotxe ha mort. La víctima és A.C.B., de 68 anys i veí de Tortosa.Arran del sinistre s'han activat 6 patrulles dels Mossos d’Esquadra, 3 dotacions dels Bombers de la Generalitat i 3 ambulàncies del SEM.En quant a l’afectació viària, s’ha circulat a través de pas alternatiu fins a les 12.10 h quan s’ha habilitat un carril en cada sentit de la circulació. A aquesta hora el trànsit ja s’ha normalitzat en sentit Tarragona però encara hi ha retencions en direcció Barcelona.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.7 de setembre de 2016 13.30 h;/ca/detalls/Noticia/20160907_acc_N340
L'SCT informa que el conductor d’una motocicleta ha mort en un sinistre viari a l’AP-7 a Sant Celoni (Vallès Oriental);01/09/2016;14:16;N/A;1 de setembre de 2016;14.16;AP-7, al punt quilomètric 105 a Sant Celoni (Vallès Oriental) ;El Servei Català de Trànsit  informa que aquest migdia s'ha registrat un sinistre viari mortal al punt quilomètric 105 de l'AP-7 a Sant Celoni (Vallès Oriental) en sentit sud. Els Mossos d’Esquadra han rebut l’avís a les 14.16 hores.Per causes que s’estan investigant, una motocicleta s’ha accidentat i ha resultat mort el conductor i únic ocupant del vehicle de dues rodes. La víctima és C.L.H., de 39 anys, nacionalitat espanyola i veí de Barcelona.Arran del sinistre s'han activat cinc patrulles dels Mossos d’Esquadra, tres dotacions dels Bombers de la Generalitat i un helicòpter medicalitzat i dues ambulàncies del Sistema d’Emergències Mèdiques (SEM).En quant a l’afectació viària, la via ha estat tallada totalment en sentit sud fins a les 14.55 h, moment en què s’ha pogut reobrir un carril de la calçada per a la circulació dels vehicles. La via s’ha reobert completament a les 17.20 h aproximadament.El Servei Català de Trànsit recorda que el SIAVT (Servei d'Informació i Atenció a les Víctimes de Trànsit) es troba a disposició dels familiars i afectats per sinistres de trànsit per oferir-los un servei d'orientació i informació sobre els tràmits després del sinistre, conèixer els recursos existents, rebre informació sobre els drets que els reconeix la legislació vigent i el suport psicològic davant d’un sinistre de trànsit. S'hi pot contactar mitjançant el telèfon gratuït 900 100 268.1 de setembre de 2016 19.45 h;/ca/detalls/Noticia/20160901_AP_7
